state,city,year,population,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,non_violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
NH,Portsmouth,2016,21612,38,0,16,5,17,710,366,27,313,4
NH,Raymond,2016,10324,28,0,9,2,17,170,86,8,74,2
NH,Rindge,2016,5822,3,0,1,1,1,195,81,9,70,35
NH,Rochester,2016,30096,108,1,12,17,78,1971,1003,136,832,0
NH,Rollinsford,2016,2527,3,0,1,0,2,62,30,6,24,2
NH,Rye,2016,5396,4,0,3,0,1,119,49,6,41,23
NH,Salem,2016,28949,44,0,3,19,22,1196,607,46,538,5
NH,Sanbornton,2016,2979,1,0,0,0,1,73,39,9,25,0
NH,Sandown,2016,6348,1,0,0,0,1,46,23,8,15,0
NH,Sandwich,2016,1307,0,0,0,0,0,63,26,7,19,11
NH,Seabrook,2016,8804,22,0,3,3,16,481,240,16,213,12
NH,Somersworth,2016,11757,34,0,11,7,16,706,359,25,322,0
NH,South Hampton,2016,809,0,0,0,0,0,6,3,2,1,0
NH,Springfield,2016,1313,0,0,0,0,0,2,0,0,0,2
NH,Strafford,2016,4090,1,0,0,0,1,48,25,6,17,0
NH,Stratham,2016,7403,6,0,1,1,4,88,44,4,40,0
NH,Sugar Hill,2016,567,0,0,0,0,0,20,10,6,4,0
NH,Supee,2016,3408,0,0,0,0,0,24,12,4,8,0
NH,Thornton,2016,2491,3,0,1,0,2,17,7,3,4,3
NH,Tilton,2016,3588,11,0,3,1,7,418,210,10,197,1
NH,Troy,2016,2075,0,0,0,0,0,72,35,6,28,3
NH,Tuftonboro,2016,2339,5,0,2,0,3,61,30,10,17,4
NH,Wakefield,2016,5629,10,0,2,2,6,143,72,19,49,3
NH,Warner,2016,2877,3,0,2,0,1,41,22,7,12,0
NH,Washington,2016,1108,0,0,0,0,0,22,11,5,6,0
NH,Waterville Valley,2016,246,1,0,0,0,1,32,12,1,11,8
NH,Weare,2016,8937,10,0,3,0,7,134,71,20,43,0
NH,Webster,2016,1894,1,0,1,0,0,29,14,6,8,1
NH,Wilton,2016,3692,3,0,1,0,2,61,29,4,24,4
NH,Winchester,2016,4189,9,0,2,0,7,106,54,10,40,2
NH,Windham,2016,14625,4,0,0,1,3,139,69,13,54,3
NH,Wolfeboro,2016,6198,5,0,2,0,3,145,73,10,60,2
NH,Woodstock,2016,1374,2,0,0,1,1,76,35,10,23,8
NJ,Aberdeen Township,2016,18562,18,0,2,5,11,292,147,33,106,6
NJ,Absecon,2016,8298,8,0,0,2,6,480,242,33,203,2
NJ,Allendale,2016,6849,1,0,0,0,1,72,37,9,26,0
NJ,Allenhurst,2016,490,0,0,0,0,0,32,16,1,15,0
NJ,Allentown,2016,1824,1,0,0,0,1,19,9,3,6,1
NJ,Alpha,2016,2291,1,0,0,0,1,30,15,3,11,1
NJ,Alpine,2016,1918,0,0,0,0,0,21,9,2,6,4
NJ,Andover Township,2016,5979,6,0,0,0,6,87,35,2,29,21
NJ,Asbury Park,2016,15757,223,2,7,101,113,1425,723,145,557,0
NJ,Atlantic Highlands,2016,4297,3,0,0,1,2,72,34,4,30,4
NJ,Audubon,2016,8669,5,0,0,3,2,692,348,54,290,0
NJ,Audubon Park,2016,1004,0,0,0,0,0,32,15,5,10,2
NJ,Avalon,2016,1273,3,0,0,0,3,381,191,30,159,1
NJ,Avon-by-the-Sea,2016,1774,0,0,0,0,0,59,30,7,22,0
NJ,Barnegat Light,2016,575,0,0,0,0,0,13,4,0,4,5
NJ,Barnegat Township,2016,22272,19,0,2,2,15,258,129,21,103,5
NJ,Barrington,2016,6752,5,0,2,2,1,202,102,21,76,3
NJ,Bay Head,2016,971,2,0,0,0,2,74,13,4,6,51
NJ,Bayonne,2016,66629,147,2,10,56,79,1435,743,93,599,0
NJ,Beach Haven,2016,1168,1,0,0,0,1,176,86,4,82,4
NJ,Beachwood,2016,11219,8,0,1,4,3,251,126,15,107,3
NJ,Bedminster Township,2016,8239,0,0,0,0,0,151,33,7,23,88
NJ,Belleville,2016,36258,62,0,3,32,27,1119,600,93,419,7
NJ,Bellmawr,2016,11380,14,0,1,10,3,546,274,45,222,5
NJ,Belmar,2016,5694,16,0,1,3,12,351,176,12,159,4
NJ,Belvidere,2016,2593,0,0,0,0,0,176,88,54,30,4
NJ,Bergenfield,2016,27646,8,1,0,2,5,202,99,16,79,8
NJ,Berkeley Heights Township,2016,13548,1,0,1,0,0,180,89,8,73,10
NJ,Berkeley Township,2016,41684,58,0,3,13,42,860,432,99,323,6
NJ,Berlin,2016,7544,14,0,1,3,10,269,136,30,100,3
NJ,Berlin Township,2016,5419,6,0,1,5,0,511,253,24,226,8
NJ,Berrds Township,2016,27024,0,0,0,0,0,186,94,7,79,6
NJ,Berrdsville,2016,7802,2,0,0,0,2,120,61,7,48,4
NJ,Beverly,2016,2555,21,1,0,11,9,101,52,17,31,1
NJ,Blairstown Township,2016,5791,1,0,0,0,1,153,26,12,13,102
NJ,Bloomfield,2016,48215,64,0,0,31,33,1509,805,78,625,1
NJ,Bloomingdale,2016,8290,6,0,1,3,2,78,36,7,28,7
NJ,Bogota,2016,8397,1,0,0,0,1,91,47,3,37,4
NJ,Boonton,2016,8414,7,0,1,2,4,153,78,8,66,1
NJ,Boonton Township,2016,4359,7,0,3,0,4,23,12,5,6,0
NJ,Bordentown City,2016,3873,2,0,0,1,1,30,13,3,10,4
NJ,Bordentown Township,2016,12049,12,0,5,4,3,216,107,26,77,6
NJ,Bound Brook,2016,10494,12,0,0,8,4,248,127,33,88,0
NJ,Bradley Beach,2016,4261,6,0,0,3,3,159,79,7,72,1
NJ,Branchburg Township,2016,14676,8,2,0,0,6,147,65,6,58,18
NJ,Brick Township,2016,74818,71,0,11,18,42,2134,1059,180,861,34
NJ,Bridgeton,2016,24982,225,4,13,113,95,1881,952,269,649,11
NJ,Bridgewater Township,2016,45251,15,0,1,9,5,813,412,53,348,0
NJ,Brielle,2016,4753,0,0,0,0,0,44,22,3,19,0
NJ,Brigantine,2016,9156,1,0,1,0,0,330,161,35,126,8
NJ,Brooklawn,2016,1919,20,0,4,8,8,412,209,34,167,2
NJ,Bue,2016,4520,19,0,4,7,8,164,77,21,54,12
NJ,Burlington City,2016,9785,52,2,1,23,26,444,220,55,153,16
NJ,Burlington Township,2016,22867,25,2,6,7,10,671,343,50,277,1
NJ,Butler,2016,7691,14,0,1,1,12,133,67,21,45,0
NJ,Byram Township,2016,7969,1,0,0,0,1,55,26,5,21,3
NJ,Caldwell,2016,7933,6,0,1,1,4,63,33,7,23,0
NJ,Califon,2016,1081,0,0,0,0,0,4,2,0,2,0
NJ,Cape May,2016,3496,6,0,6,0,0,214,107,13,94,0
NJ,Cape May Point,2016,279,0,0,0,0,0,26,0,0,0,26
NJ,Carlstadt,2016,6277,10,1,0,3,6,242,129,4,99,10
NJ,Carney's Point Township,2016,7809,27,0,7,12,8,369,175,42,123,29
NJ,Carteret,2016,24316,38,3,2,17,16,464,243,39,175,7
NJ,Cedar Grove Township,2016,12603,3,0,0,3,0,197,100,18,75,4
NJ,Chatham,2016,8954,3,0,0,1,2,85,43,6,33,3
NJ,Chatham Township,2016,10555,3,0,0,1,2,136,42,4,35,55
NJ,Cherry Hill Township,2016,71079,92,1,2,49,40,3847,1949,216,1678,4
NJ,Chesilhurst,2016,1626,8,0,0,1,7,83,42,19,19,3
NJ,Chester,2016,1671,0,0,0,0,0,30,16,1,12,1
NJ,Chesterfield Township,2016,7534,2,0,0,0,2,46,23,2,20,1
NJ,Chester Township,2016,7940,4,0,3,0,1,70,31,9,21,9
NJ,Cinminson Township,2016,16871,25,0,3,7,15,607,305,38,258,6
NJ,Clark Township,2016,15609,4,0,0,1,3,351,177,2,169,3
NJ,Clayton,2016,8511,7,0,1,4,2,321,159,35,121,6
NJ,Clementon,2016,4913,14,0,1,9,4,339,169,59,104,7
NJ,Cliffside Park,2016,24977,27,0,1,2,24,474,183,21,155,115
NJ,Clifton,2016,86324,202,0,7,83,112,2503,1308,202,991,2
NJ,Clinton,2016,2645,4,0,1,0,3,53,27,4,21,1
NJ,Clinton Township,2016,12933,1,0,0,0,1,84,42,9,32,1
NJ,Closter,2016,8674,2,1,1,0,0,90,34,6,27,23
NJ,Collingswood,2016,13943,26,1,3,10,12,762,391,103,265,3
NJ,Colts Neck Township,2016,10018,5,0,1,0,4,122,62,14,45,1
NJ,Cranbury Township,2016,3958,2,0,0,0,2,72,34,3,30,5
NJ,Cranford Township,2016,24324,7,0,0,3,4,343,174,20,149,0
NJ,Cresskill,2016,8815,2,0,0,1,1,58,29,7,22,0
NJ,Deal,2016,735,1,0,0,0,1,71,32,9,23,7
NJ,Delanco Township,2016,4592,5,0,0,4,1,187,97,22,68,0
NJ,Delaware Township,2016,4478,1,0,0,0,1,34,12,7,5,10
NJ,Delran Township,2016,16739,16,1,6,3,6,516,262,38,214,2
NJ,Demarest,2016,5051,1,0,0,0,1,45,21,4,15,5
NJ,Denville Township,2016,16759,3,0,0,2,1,191,81,14,62,34
NJ,Deptford Township,2016,30400,61,0,7,30,24,2321,1170,193,943,15
NJ,Dover,2016,18290,34,0,3,16,15,439,226,43,168,2
NJ,Dumont,2016,18010,3,0,0,0,3,194,95,13,80,6
NJ,Dunellen,2016,7434,0,0,0,0,0,108,55,5,44,4
NJ,Eastampton Township,2016,6005,6,0,3,2,1,134,65,12,49,8
NJ,East Brunswick Township,2016,49016,23,0,1,11,11,1442,725,71,646,0
NJ,East Greenwich Township,2016,10473,4,0,1,0,3,105,47,16,31,11
NJ,East Hanover Township,2016,11233,2,0,0,2,0,254,132,5,116,1
NJ,East Newark,2016,2707,0,0,0,0,0,298,34,2,31,231
NJ,East Orange,2016,64787,437,6,22,179,230,1577,898,205,462,12
NJ,East Rutherford,2016,9166,7,0,0,0,7,207,107,8,87,5
NJ,East Windsor Township,2016,27537,17,1,3,3,10,453,227,32,190,4
NJ,Eatontown,2016,12264,39,0,3,17,19,799,401,34,363,1
NJ,Edgewater,2016,12079,4,0,1,1,2,294,141,12,128,13
NJ,Edgewater Park Township,2016,8769,21,0,1,9,11,396,165,38,114,79
NJ,Edison Township,2016,102679,104,0,7,37,60,2101,1088,165,844,4
NJ,Egg Harbor City,2016,4238,13,0,0,4,9,283,131,41,86,25
NJ,Egg Harbor Township,2016,43971,86,1,13,21,51,2335,746,166,555,868
NJ,Elizabeth,2016,129096,1054,5,33,528,488,7403,4134,730,2536,3
NJ,Elk Township,2016,4122,2,0,0,1,1,129,65,22,40,2
NJ,Elmer,2016,1334,0,0,0,0,0,27,8,1,5,13
NJ,Elmwood Park,2016,20348,45,0,0,23,22,643,328,37,278,0
NJ,Elsinboro Township,2016,990,2,0,1,0,1,26,13,4,9,0
NJ,Emerson,2016,7716,2,0,0,0,2,99,44,1,43,11
NJ,Englewood,2016,28677,61,0,8,19,34,641,325,47,267,2
NJ,Englewood Cliffs,2016,5397,1,0,0,0,1,88,44,26,16,2
NJ,Englishtown,2016,1979,2,0,0,0,2,87,43,6,35,3
NJ,Essex Fells,2016,2157,0,0,0,0,0,44,12,0,9,23
NJ,Evesham Township,2016,45581,32,0,3,13,16,1327,661,79,559,28
NJ,Ewing Township,2016,36435,72,2,13,36,21,1308,660,121,511,16
NJ,"Fairfield Township, Essex County",2016,7561,5,0,0,0,5,328,172,10,146,0
NJ,Fair Haven,2016,6010,1,0,0,1,0,101,40,2,38,21
NJ,Fair Lawn,2016,33646,25,3,3,9,10,862,437,63,353,9
NJ,Fairview,2016,14497,15,0,1,10,4,228,118,26,83,1
NJ,Fanwood,2016,7677,3,0,0,3,0,109,54,12,41,2
NJ,Far Hills,2016,930,0,0,0,0,0,16,9,4,3,0
NJ,Fieldsboro,2016,531,0,0,0,0,0,16,8,3,5,0
NJ,Flemington,2016,4654,8,0,1,1,6,137,65,10,55,7
NJ,Florence Township,2016,12805,19,1,5,4,9,167,83,29,47,8
NJ,Florham Park,2016,11794,7,0,4,0,3,202,100,12,80,10
NJ,Fort Lee,2016,36739,37,0,5,7,25,509,259,50,199,1
NJ,Franklin,2016,4814,6,0,0,0,6,139,67,3,63,6
NJ,Franklin Lakes,2016,10902,5,0,0,3,2,156,75,13,56,12
NJ,"Franklin Township, Gloucester County",2016,16551,10,1,0,4,5,374,193,75,106,0
NJ,"Franklin Township, Hunterdon County",2016,3237,1,0,0,0,1,63,16,0,16,31
NJ,"Franklin Township, Somerset County",2016,66791,62,1,10,37,14,1553,791,190,570,2
NJ,Freehold Borough,2016,11941,22,0,0,8,14,240,118,26,90,6
NJ,Freehold Township,2016,35736,45,0,2,8,35,1214,610,54,550,0
NJ,Frenchtown,2016,1389,0,0,0,0,0,37,11,0,11,15
NJ,Galloway Township,2016,37280,90,0,5,14,71,1203,591,168,408,36
NJ,Garfield,2016,31895,89,0,8,41,40,1124,580,82,462,0
NJ,Garwood,2016,4352,1,0,0,0,1,131,65,11,54,1
NJ,Gibbsboro,2016,2228,1,0,1,0,0,80,32,8,23,17
NJ,Glassboro,2016,19245,34,0,0,22,12,755,385,96,272,2
NJ,Glen Ridge,2016,7647,4,0,0,3,1,316,158,46,110,2
NJ,Glen Rock,2016,12014,1,0,0,0,1,166,74,2,70,20
NJ,Gloucester City,2016,11247,16,1,0,4,11,579,278,54,204,43
NJ,Gloucester Township,2016,63484,87,1,8,23,55,2036,1036,171,822,7
NJ,Green Brook Township,2016,7266,3,0,0,1,2,140,73,15,51,1
NJ,"Greenwich Township, Gloucester County",2016,4824,3,0,0,1,2,165,82,5,76,2
NJ,"Greenwich Township, Warren County",2016,5527,1,0,0,0,1,149,72,5,65,7
NJ,Guttenberg,2016,11701,14,0,1,0,13,217,87,18,62,50
NJ,Hackensack,2016,44968,88,0,8,21,59,1339,693,50,593,3
NJ,Hackettstown,2016,9549,8,0,0,2,6,187,94,14,77,2
NJ,Haddonfield,2016,11323,2,0,0,0,2,384,191,28,161,4
NJ,Haddon Heights,2016,7482,5,0,0,1,4,160,72,18,50,20
NJ,Haddon Township,2016,14439,18,0,0,8,10,774,391,85,286,12
NJ,Haledon,2016,8432,29,0,0,13,16,330,171,33,126,0
NJ,Hamburg,2016,3131,2,0,0,0,2,61,17,3,14,27
NJ,"Hamilton Township, Atlantic County",2016,26824,38,2,1,8,27,1931,935,128,780,88
NJ,"Hamilton Township, Mercer County",2016,88665,162,1,10,85,66,2951,1516,320,1108,7
NJ,Hammonton,2016,14585,16,0,1,1,14,339,170,59,104,6
NJ,Hanover Township,2016,14468,12,0,3,7,2,349,176,19,151,3
NJ,Harding Township,2016,3900,0,0,0,0,0,57,28,13,12,4
NJ,Hardyston Township,2016,7991,5,0,1,0,4,122,63,17,42,0
NJ,Harrington Park,2016,4830,1,0,0,0,1,66,9,1,8,48
NJ,Harrison,2016,15788,41,0,0,23,18,664,355,55,252,2
NJ,Harrison Township,2016,13023,7,0,2,1,4,182,92,34,56,0
NJ,Harvey Cedars,2016,340,0,0,0,0,0,28,14,0,14,0
NJ,Hasbrouck Heights,2016,12239,7,0,0,2,5,144,72,5,67,0
NJ,Haworth,2016,3469,2,0,0,0,2,39,15,2,13,9
NJ,Hawthorne,2016,19031,10,0,0,7,3,455,229,24,196,6
NJ,Hazlet Township,2016,20050,11,0,1,6,4,406,206,43,157,0
NJ,Helmetta,2016,2231,0,0,0,0,0,23,11,4,7,1
NJ,High Bridge,2016,3538,2,0,0,0,2,62,29,13,15,5
NJ,Highland Park,2016,14346,1,0,0,1,0,354,179,27,147,1
NJ,Highlands,2016,4838,8,0,0,2,6,44,22,4,17,1
NJ,Hightstown,2016,5491,6,0,1,4,1,88,41,3,37,7
NJ,Hillsborough Township,2016,40037,15,0,10,2,3,519,263,50,206,0
NJ,Hillsdale,2016,10569,3,0,0,1,2,166,35,5,30,96
NJ,Hillside Township,2016,21981,79,1,2,34,42,836,466,79,291,0
NJ,Hi-Nella,2016,854,5,0,0,1,4,58,14,5,9,30
NJ,Hoboken,2016,54095,121,0,2,22,97,1856,943,104,809,0
NJ,Ho-Ho-Kus,2016,4161,0,0,0,0,0,28,14,3,11,0
NJ,Holland Township,2016,5137,1,0,1,0,0,43,20,6,14,3
NJ,Holmdel Township,2016,16651,4,0,1,0,3,329,166,30,133,0
NJ,Hopatcong,2016,14388,7,0,0,0,7,208,104,25,79,0
NJ,Hopewell Borough,2016,1919,1,0,1,0,0,11,5,0,5,1
NJ,Hopewell Township,2016,18570,3,0,1,0,2,207,100,21,78,8
NJ,Howell Township,2016,52306,45,0,3,9,33,762,384,77,299,2
NJ,Independence Township,2016,5502,2,0,0,0,2,54,28,10,16,0
NJ,Interlaken,2016,806,0,0,0,0,0,389,11,4,7,367
NJ,Irvington,2016,54430,509,4,25,284,196,2149,1258,332,559,0
NJ,Island Heights,2016,1664,0,0,0,0,0,32,8,2,6,16
NJ,Jackson Township,2016,56563,13,1,0,4,8,933,473,89,368,3
NJ,Jamesburg,2016,6028,6,0,2,3,1,107,51,16,32,8
NJ,Jefferson Township,2016,21418,15,0,0,2,13,703,80,13,59,551
NJ,Jersey City,2016,266179,1276,24,86,547,619,8423,4483,953,2979,8
NJ,Keansburg,2016,9828,30,0,1,13,16,467,183,21,154,109
NJ,Kearny,2016,42208,85,0,2,49,34,1450,773,61,603,13
NJ,Kenilworth,2016,8229,6,0,1,1,4,314,162,19,130,3
NJ,Keyport,2016,7126,23,0,0,7,16,183,93,17,73,0
NJ,Kinnelon,2016,10367,4,0,0,0,4,95,45,8,37,5
NJ,Lacey Township,2016,28540,19,0,2,2,15,747,376,49,322,0
NJ,Lake Como,2016,1718,5,0,1,0,4,70,34,4,30,2
NJ,Lakehurst,2016,2696,2,0,0,1,1,98,31,3,26,38
NJ,Lakewood Township,2016,100269,169,2,12,61,94,1862,949,193,718,2
NJ,Lambertville,2016,3817,4,0,3,1,0,122,62,5,55,0
NJ,Laurel Springs,2016,1870,1,0,0,0,1,86,43,8,35,0
NJ,Lavallette,2016,1789,1,0,0,0,1,66,29,7,22,8
NJ,Lawnside,2016,2898,19,0,0,9,10,236,115,14,93,14
NJ,"Lawrence Township, Mercer County",2016,33023,43,0,5,17,21,1320,666,60,592,2
NJ,Lebanon Township,2016,6356,1,0,1,0,0,62,29,7,20,6
NJ,Leonia,2016,9224,2,0,0,0,2,92,47,14,27,4
NJ,Lincoln Park,2016,10327,4,0,2,1,1,220,75,17,54,74
NJ,Linden,2016,42100,136,0,19,39,78,1923,982,123,785,33
NJ,Lindenwold,2016,17340,111,0,11,49,51,952,491,130,328,3
NJ,Linwood,2016,6950,0,0,0,0,0,173,86,20,63,4
NJ,Little Egg Harbor Township,2016,20686,33,0,11,1,21,569,279,54,221,15
NJ,Little Falls Township,2016,14478,10,0,0,1,9,296,151,11,125,9
NJ,Little Ferry,2016,10970,10,0,0,0,10,141,75,7,59,0
NJ,Little Silver,2016,5901,2,0,0,1,1,102,45,3,42,12
NJ,Livingston Township,2016,29788,14,2,3,5,4,668,340,29,299,0
NJ,Loch Arbour,2016,186,0,0,0,0,0,39,9,3,6,21
NJ,Lodi,2016,24841,32,0,2,13,17,620,317,55,241,7
NJ,Logan Township,2016,5939,4,0,0,1,3,178,92,14,71,1
NJ,Long Beach Township,2016,3015,2,0,0,0,2,156,70,10,59,17
NJ,Long Branch,2016,30959,107,1,13,37,56,1489,752,107,628,2
NJ,Long Hill Township,2016,8749,0,0,0,0,0,76,39,1,36,0
NJ,Longport,2016,884,2,0,0,0,2,21,8,0,8,5
NJ,Lopatcong Township,2016,8281,1,0,0,1,0,95,50,18,27,0
NJ,Lower Alloways Creek Township,2016,1702,2,0,1,0,1,20,7,3,4,6
NJ,Lower Township,2016,21982,20,0,1,6,13,776,387,89,292,8
NJ,Lumberton Township,2016,12400,17,2,1,6,8,447,217,16,193,21
NJ,Lyndhurst Township,2016,22530,19,0,3,7,9,454,237,14,202,1
NJ,Madison,2016,16098,3,0,1,1,1,199,96,14,81,8
NJ,Magnolia,2016,4267,10,0,0,3,7,146,73,13,52,8
NJ,Mahwah Township,2016,26588,4,0,0,2,2,299,150,7,135,7
NJ,Malapan Township,2016,40407,27,0,4,4,19,476,241,39,195,1
NJ,Masquan,2016,5798,0,0,0,0,0,241,119,15,103,4
NJ,Manchester Township,2016,43525,25,0,3,6,16,440,216,84,128,12
NJ,"Mansfield Township, Burlington County",2016,8578,5,1,3,0,1,156,83,14,57,2
NJ,"Mansfield Township, Warren County",2016,7461,2,0,0,1,1,248,125,12,111,0
NJ,Mantoloking,2016,244,0,0,0,0,0,20,7,1,6,6
NJ,Mantua Township,2016,14939,4,0,0,2,2,557,273,52,215,17
NJ,Manville,2016,10424,11,0,2,2,7,537,265,34,214,24
NJ,Maple Shade Township,2016,18927,43,0,10,19,14,633,313,71,218,31
NJ,Maplewood Township,2016,24743,25,0,1,23,1,635,331,43,257,4
NJ,Margate City,2016,6214,10,0,6,1,3,258,123,25,94,16
NJ,Marlboro Township,2016,40764,10,0,1,2,7,475,243,25,202,5
NJ,Matawan,2016,8851,2,0,0,1,1,65,35,5,25,0
NJ,Maywood,2016,9804,5,0,0,2,3,155,77,13,64,1
NJ,Medford Lakes,2016,4072,3,0,1,0,2,72,35,4,30,3
NJ,Medford Township,2016,23481,21,0,5,4,12,361,182,25,154,0
NJ,Mendham,2016,4979,2,0,0,0,2,36,17,2,15,2
NJ,Mendham Township,2016,5846,0,0,0,0,0,41,20,7,11,3
NJ,Merchantville,2016,3751,1,1,0,0,0,81,38,8,27,8
NJ,Metuchen,2016,13879,4,0,0,3,1,348,177,38,131,2
NJ,Middlesex Borough,2016,13923,5,0,2,1,2,201,91,20,69,21
NJ,Middle Township,2016,18555,49,0,4,9,36,955,483,72,390,10
NJ,Middletown Township,2016,65919,17,0,3,4,10,862,436,62,364,0
NJ,Midland Park,2016,7330,4,0,2,1,1,87,34,1,33,19
NJ,Millburn Township,2016,20310,7,0,0,6,1,675,347,17,311,0
NJ,Milltown,2016,7044,5,1,2,1,1,232,87,10,77,58
NJ,Millville,2016,28177,223,4,22,82,115,3371,1714,304,1352,1
NJ,Mine Hill Township,2016,3547,1,0,0,1,0,59,30,8,21,0
NJ,Monmouth Beach,2016,3233,8,0,1,2,5,108,46,5,41,16
NJ,"Monroe Township, Gloucester County",2016,36805,34,0,1,20,13,1091,549,139,394,9
NJ,"Monroe Township, Middlesex County",2016,44923,5,0,0,0,5,346,162,30,123,31
NJ,Montclair,2016,38108,49,0,4,24,21,1114,572,124,417,1
NJ,Montgomery Township,2016,23160,4,0,0,0,4,187,93,16,76,2
NJ,Montvale,2016,8519,1,0,0,0,1,71,34,3,29,5
NJ,Montville Township,2016,21801,10,0,1,0,9,509,253,146,102,8
NJ,Moochie,2016,2790,0,0,0,0,0,86,44,8,28,6
NJ,Moorestown Township,2016,20530,8,0,2,3,3,602,299,48,245,10
NJ,Morris Plains,2016,5615,5,0,0,2,3,149,73,6,57,13
NJ,Morristown,2016,18544,62,0,5,33,24,620,314,26,275,5
NJ,Morris Township,2016,22555,8,0,0,1,7,263,131,20,106,6
NJ,Mountain Lakes,2016,4291,0,0,0,0,0,89,47,8,33,1
NJ,Mountainside,2016,6887,0,0,0,0,0,70,35,20,14,1
NJ,Mount Arlington,2016,5324,1,0,0,0,1,67,32,6,25,4
NJ,Mount Ephraim,2016,4609,9,0,0,7,2,334,166,15,147,6
NJ,Mount Holly Township,2016,9483,44,1,11,7,25,622,303,35,262,22
NJ,Mount Laurel Township,2016,41828,33,0,9,8,16,1242,630,79,529,4
NJ,Mount Olive Township,2016,29095,10,0,5,3,2,311,155,36,115,5
NJ,Mullica Township,2016,6089,6,0,0,0,6,158,81,24,52,1
NJ,tiol Park,2016,2975,5,0,0,2,3,87,43,17,25,2
NJ,Neptune City,2016,4790,12,0,0,6,6,293,142,23,117,11
NJ,Neptune Township,2016,27505,158,3,5,64,86,1826,917,132,774,3
NJ,Netcong,2016,3240,7,0,0,4,3,2187,34,5,26,2122
NJ,Newark,2016,281450,2637,100,99,1334,1104,10568,6308,1138,3048,74
NJ,New Brunswick,2016,57158,392,1,38,211,142,2430,1252,319,859,0
NJ,Newfield,2016,1522,1,0,0,1,0,30,15,3,12,0
NJ,New Hanover Township,2016,8218,2,0,0,1,1,8,4,3,1,0
NJ,New Milford,2016,16804,2,0,0,2,0,85,41,7,34,3
NJ,New Providence,2016,12461,1,0,0,1,0,115,56,7,46,6
NJ,Newton,2016,7950,13,0,0,3,10,276,138,25,107,6
NJ,North Arlington,2016,15921,9,1,0,2,6,383,156,20,130,77
NJ,North Bergen Township,2016,63113,107,1,17,35,54,1153,602,81,444,26
NJ,North Brunswick Township,2016,42777,64,0,8,18,38,1180,602,107,469,2
NJ,North Caldwell,2016,6732,0,0,0,0,0,56,29,7,20,0
NJ,Northfield,2016,8502,3,0,0,0,3,145,71,18,53,3
NJ,North Haledon,2016,8529,2,0,1,1,0,87,44,13,28,2
NJ,North Hanover Township,2016,7594,0,0,0,0,0,85,32,8,22,23
NJ,North Plainfield,2016,22135,55,0,6,29,20,747,385,90,272,0
NJ,Northvale,2016,4876,0,0,0,0,0,10,5,0,5,0
NJ,North Wildwood,2016,3874,7,0,2,2,3,376,188,20,168,0
NJ,Norwood,2016,5869,1,0,0,1,0,36,13,0,13,10
NJ,Nutley Township,2016,28673,34,0,4,12,18,502,255,40,205,2
NJ,Oakland,2016,13176,8,0,0,1,7,149,71,15,54,9
NJ,Oaklyn,2016,3963,5,0,2,3,0,271,140,32,99,0
NJ,Ocean City,2016,11287,14,0,1,5,8,729,364,58,306,1
NJ,Ocean Gate,2016,2004,1,0,0,0,1,56,28,7,20,1
NJ,Oceanport,2016,5718,6,0,0,3,3,96,45,6,38,7
NJ,"Ocean Township, Monmouth County",2016,27070,35,0,1,18,16,1224,615,94,514,1
NJ,"Ocean Township, Ocean County",2016,8927,0,0,0,0,0,125,63,6,56,0
NJ,Ogdensburg,2016,2266,0,0,0,0,0,52,11,3,8,30
NJ,Old Bridge Township,2016,67238,28,1,1,5,21,1300,665,68,567,0
NJ,Old Tappan,2016,6039,0,0,0,0,0,54,27,5,22,0
NJ,Oradell,2016,8222,0,0,0,0,0,290,31,4,27,228
NJ,Orange,2016,30470,342,11,11,210,110,1459,843,198,417,1
NJ,Oxford Township,2016,2449,0,0,0,0,0,42,16,3,12,11
NJ,Palisades Park,2016,20861,18,0,0,8,10,218,113,28,74,3
NJ,Palmyra,2016,7296,13,0,1,2,10,406,198,22,173,13
NJ,Paramus,2016,26958,33,0,1,21,11,2281,1147,37,1097,0
NJ,Park Ridge,2016,8927,4,0,0,1,3,59,19,11,8,21
NJ,Parsippany-Troy Hills Township,2016,53447,34,0,7,11,16,859,363,82,260,154
NJ,Passaic,2016,70972,398,0,5,178,215,2729,1106,198,754,671
NJ,Paterson,2016,147265,1126,19,56,551,500,5640,3154,957,1526,3
NJ,Paulsboro,2016,5937,22,2,1,14,5,335,168,56,109,2
NJ,Peapack and Gladstone,2016,2603,0,0,0,0,0,58,27,13,12,6
NJ,Pemberton Borough,2016,1378,2,0,1,0,1,114,49,5,38,22
NJ,Pemberton Township,2016,27739,97,3,13,31,50,1264,643,240,381,0
NJ,Pennington,2016,2586,0,0,0,0,0,83,8,1,7,67
NJ,Pennsauken Township,2016,35402,103,3,3,39,58,1801,928,344,517,12
NJ,Penns Grove,2016,4908,41,1,2,17,21,344,177,41,124,2
NJ,Pennsville Township,2016,12720,5,1,0,2,2,412,207,30,175,0
NJ,Pequannock Township,2016,15425,3,0,0,1,2,301,107,17,90,87
NJ,Perth Amboy,2016,52767,210,0,7,68,135,1539,806,185,534,14
NJ,Phillipsburg,2016,14435,29,0,4,14,11,586,300,68,218,0
NJ,Pine Beach,2016,2149,0,0,0,0,0,31,8,0,8,15
