state,city,year,population,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,non_violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
FL,Dayto Beach,2012,61861,715,4,23,179,509,7738,3869,799,2724,346
FL,Ormond Beach,2012,38674,122,2,9,15,96,2602,1301,199,1045,57
CO,Denver,2012,628545,3871,39,376,1165,2291,46686,23343,5129,14544,3670
CO,Aurora,2012,336952,1433,29,179,483,742,20118,10059,1791,7370,898
CO,Lakewood,2012,146404,676,2,94,148,432,13410,6705,917,5180,608
CO,Broomfield,2012,58145,30,1,7,6,16,2426,1213,90,1076,47
IA,Des Moines,2012,207400,1094,7,100,250,737,20420,10210,2514,6914,782
IA,West Des Moines,2012,58134,95,0,16,8,71,3650,1825,213,1562,50
MI,Detroit,2012,707096,15011,386,441,4843,9341,81912,40956,13488,15968,11500
MI,Warren,2012,134340,715,0,91,148,476,7574,3787,999,2049,739
MI,Dearborn,2012,97215,322,1,24,107,190,6564,3282,462,2463,357
MI,Livonia,2012,96028,146,3,19,32,92,4248,2124,323,1601,200
MI,Troy,2012,81567,60,2,9,13,36,3328,1664,181,1376,107
MI,Farmington Hills,2012,80316,74,1,15,12,46,2528,1264,231,907,126
MI,Southfield,2012,72253,352,2,34,136,180,5098,2549,625,1530,394
MI,Taylor,2012,62534,303,1,31,60,211,4796,2398,563,1581,254
MI,Novi,2012,55623,37,0,4,9,24,2096,1048,72,937,39
AL,Dothan,2012,65389,316,5,30,99,182,5790,2895,874,1893,128
DE,Dover,2012,36961,280,1,13,61,205,4378,2189,116,2008,65
IA,Dubuque3,2012,58460,128,2,20,22,84,1206,,,1160,46
MN-WI,Duluth MN4,2012,86830,,2,,90,213,7722,3861,642,3047,172
NC,Durham,2012,235563,1710,21,63,615,1011,20558,10279,3284,6291,704
NC,Chapel Hill,2012,58586,87,2,10,30,45,2986,1493,452,969,72
CA,Centro,2012,43643,166,2,7,40,117,4954,2477,734,1572,171
KY,Elizabethtown,2012,29118,37,1,9,9,18,2166,1083,133,911,39
NY,Elmira1,2012,29362,104,2,1,40,61,2384,1192,250,923,19
TX,Paso,2012,675536,2859,23,184,471,2181,32822,16411,1826,13425,1160
PA,Erie,2012,101972,458,8,64,172,214,7020,3510,1095,2311,104
OR,Eugene,2012,158043,430,0,72,196,162,16008,8004,1515,6054,435
AK,Fairbanks,2012,32423,169,3,29,37,100,2758,1379,130,1137,112
ND-MN,Fargo,2012,109813,394,2,69,46,277,5670,2835,451,2229,155
NM,Farmington,2012,45328,481,4,81,39,357,3732,1866,332,1430,104
NC,Fayetteville,2012,205966,1186,22,70,560,534,26326,13163,4109,8298,756
AR-MO,Fayetteville,2012,75387,388,1,58,40,289,6086,3043,504,2406,133
AR-MO,Springdale,2012,71668,332,1,57,30,244,5384,2692,457,2089,146
AR-MO,Rogers,2012,57757,202,0,43,11,148,4182,2091,362,1675,54
AR-MO,Bentonville,2012,36433,82,2,15,5,60,1480,740,153,561,26
AZ,Flagstaff,2012,66633,262,0,28,45,189,5668,2834,242,2533,59
MI,Flint,2012,101632,2774,63,108,673,1930,11290,5645,2979,2207,459
SC,Florence,2012,37681,328,3,25,83,217,5794,2897,566,2190,141
AL,Florence,2012,39512,165,2,19,45,99,3480,1740,454,1223,63
AL,Muscle Shoals,2012,13228,76,0,4,16,56,1294,647,148,473,26
WI,Fond Lac,2012,43319,183,0,35,11,137,2420,1210,118,1057,35
CO,Fort Collins,2012,148792,391,2,44,40,305,8238,4119,598,3379,142
AR-OK,Fort Smith,2012,87483,687,5,69,95,518,9542,4771,1064,3524,183
IN,Fort Wayne,2012,256625,931,22,93,447,369,19030,9515,2025,7073,417
CA,Fresno,2012,506011,2748,51,54,1015,1628,51474,25737,5902,15534,4301
AL,Gadsden,2012,36961,372,1,33,113,225,6000,3000,835,1969,196
FL,Gainesville,2012,127036,851,6,74,171,600,10402,5201,1009,3953,239
GA,Gainesville,2012,34789,113,3,15,49,46,2994,1497,240,1172,85
PA,Gettysburg,2012,7634,27,1,5,1,20,364,182,24,155,3
NY,Glens Falls1,2012,14807,43,1,3,2,37,744,372,51,315,6
NC,Goldsboro,2012,37107,312,13,3,73,223,4714,2357,584,1648,125
ND-MN,Grand Forks,2012,53839,146,0,24,23,99,2818,1409,228,1091,90
NE,Grand Island,2012,49583,162,0,40,21,101,4610,2305,367,1859,79
CO,Grand Junction,2012,59516,252,2,52,29,169,5466,2733,308,2295,130
MT,Great Falls,2012,59360,151,1,10,25,115,5576,2788,320,2338,130
CO,Greeley,2012,96276,426,1,40,64,321,6486,3243,542,2560,141
WI,Green Bay,2012,106080,514,1,44,87,382,5956,2978,659,2210,109
NC,Greensboro,2012,276134,1555,21,70,556,908,24128,12064,3345,8153,566
NC,High Point,2012,106801,556,5,19,185,347,8834,4417,1188,2943,286
NC,Greenville,2012,86869,455,7,23,169,256,7690,3845,1130,2596,119
SC,Greenville,2012,60953,509,1,21,104,383,6446,3223,603,2411,209
SC,Anderson,2012,27127,250,7,10,38,195,3940,1970,386,1458,126
SC,Mauldin,2012,23631,48,0,5,6,37,922,461,84,345,32
SC,Easley,2012,20249,106,3,10,12,81,2658,1329,224,1048,57
MD-WV,Hagerstown,2012,40275,197,3,11,75,108,2912,1456,310,1020,126
MD-WV,Martinsburg,2012,17487,89,0,3,33,53,1772,886,127,732,27
LA,Hammond,2012,20355,332,4,15,103,210,4880,2440,993,1446,1
CA,Hanford,2012,54787,309,2,24,59,224,3422,1711,337,1176,198
CA,Corcoran,2012,25119,89,0,4,5,80,656,328,83,209,36
PA,Harrisburg,2012,49753,727,11,56,388,272,4852,2426,613,1655,158
PA,Carlisle,2012,19103,48,0,15,19,14,1220,610,60,547,3
VA,Harrisonburg,2012,50524,110,1,14,25,70,2134,1067,152,888,27
CT,Hartford,2012,125203,1655,23,27,640,965,10638,5319,1050,3467,802
CT,West Hartford,2012,63487,46,0,2,35,9,3390,1695,243,1348,104
CT,East Hartford,2012,51431,192,2,26,83,81,3146,1573,362,1029,182
CT,Middletown,2012,47878,72,1,1,25,45,1800,900,156,661,83
MS,Hattiesburg,2012,46726,118,5,13,66,34,5336,2668,375,2183,110
NC,Hickory,2012,40361,265,3,22,81,159,5280,2640,475,2003,162
NC,Lenoir,2012,18270,51,0,1,17,33,1870,935,231,662,42
NC,Morganton,2012,17085,52,1,3,17,31,1124,562,156,389,17
SC,Bluffton,2012,12855,39,0,5,15,19,922,461,72,372,17
SC,Beaufort,2012,12653,139,2,4,29,104,1648,824,147,656,21
GA,Hinesville,2012,34887,153,2,18,33,100,2958,1479,389,1049,41
LA,Houma,2012,33945,210,2,7,59,142,3536,1768,281,1423,64
LA,Thibodaux,2012,14701,65,1,1,13,50,1162,581,74,498,9
TX,Houston,2012,2177273,21610,217,665,9385,11343,215356,107678,26630,67978,13070
TX,Sugar Land,2012,82924,109,0,4,37,68,3082,1541,289,1217,35
TX,Baytown,2012,74420,247,5,15,97,130,7368,3684,939,2438,307
TX,Conroe,2012,59856,221,2,13,74,132,4122,2061,447,1501,113
AL,Huntsville,2012,183691,1696,14,72,456,1154,18522,9261,2165,6386,710
ID,Idaho Falls,2012,58037,139,0,26,13,100,3410,1705,276,1361,68
IN,Indiapolis,2012,838650,9942,97,436,3442,5967,93796,46898,14774,27525,4599
IN,Carmel,2012,81819,11,0,2,6,3,1616,808,113,649,46
IN,Anderson,2012,56132,270,1,54,75,140,5720,2860,641,2012,207
IA,Iowa City,2012,69214,185,1,29,31,124,3684,1842,387,1394,61
MS,Jackson,2012,175939,1668,63,135,799,671,23136,11568,4124,6308,1136
TN,Jackson,2012,65725,972,11,22,191,748,6492,3246,972,2139,135
FL,Jacksonville,2012,840660,5189,93,341,1371,3384,69348,34674,7632,25403,1639
WI,Janesville,2012,63642,179,2,21,35,121,4926,2463,339,2059,65
WI,Beloit,2012,37008,119,1,8,38,72,2588,1294,299,946,49
MO,Jefferson City,2012,43413,261,2,12,39,208,3172,1586,235,1311,40
TN,Johnson City,2012,64342,319,1,14,51,253,5750,2875,540,2238,97
PA,Johnstown,2012,22360,131,1,6,31,93,1644,822,285,499,38
AR,Jonesboro,2012,68807,295,4,21,78,192,6314,3157,1166,1889,102
MO,Joplin,2012,50654,288,2,27,70,189,7676,3838,653,2920,265
MI,Kalamazoo,2012,74797,657,9,77,165,406,6240,3120,835,2135,150
MI,Portage,2012,46658,76,0,23,15,38,3286,1643,184,1418,41
IL,Kankakee,2012,27609,237,6,26,71,134,2402,1201,348,809,44
MO-KS,Jackson,2012,,,,,,,0,,,,
MO-KS,Kansas City,2012,464073,5862,105,246,1647,3864,51284,25642,6964,15088,3590
MO-KS,Overland Park,2012,177085,285,2,40,42,201,8158,4079,517,3238,324
MO-KS,Kansas City,2012,147201,877,15,85,277,500,15076,7538,1772,4558,1208
WA,Kennewick,2012,76971,229,1,33,35,160,4744,2372,450,1795,127
WA,Richland,2012,50057,82,0,20,11,51,2540,1270,187,1019,64
